url1,url2,similarity
https://mailchimp.com/marketing-glossary/content-marketing/,https://en.wikipedia.org/wiki/Content_marketing,0.8591496453811058
https://en.wikipedia.org/wiki/Content_marketing,https://simple.wikipedia.org/wiki/Content_marketing,0.846509026055678
https://en.wikipedia.org/wiki/Search_engine_optimization,https://simple.wikipedia.org/wiki/Search_engine_optimization,0.8417837312273351
https://mailchimp.com/marketing-glossary/content-marketing/,https://simple.wikipedia.org/wiki/Content_marketing,0.8356718242824176
https://nytlicensing.com/latest/trends/content-marketing-best-practices-2022/,https://copyblogger.com/content-marketing/,0.8243700284487006
https://copyblogger.com/content-marketing/,https://mailchimp.com/marketing-glossary/content-marketing/,0.8210790761071615
https://sign.dropbox.com/products/dropbox-fax,https://www.fax.plus/,0.8135927134063192
https://nytlicensing.com/latest/trends/content-marketing-best-practices-2022/,https://mailchimp.com/marketing-glossary/content-marketing/,0.812765291275986
https://www.efax.com/,https://sign.dropbox.com/products/dropbox-fax,0.8111909473594681
https://www.efax.com/,https://www.fax.plus/,0.8061964956637862
